Location,Area,Bedrooms,Bathrooms,Parking,Floor,Age_of_Property,Furnished_Status,Price
Mulund,3838,3,3,1.0,28.0,3.0,Semi-Furnished,28452874.24076263
Andheri,1704,3,4,1.0,19.0,23.0,Furnished,16563504.336860145
Borivali,3599,3,4,1.0,0.0,35.0,Semi-Furnished,25047042.70212766
Borivali,3700,3,3,0.0,8.0,,Unfurnished,24591242.71705881
Dadar,1534,3,3,1.0,11.0,1.0,Unfurnished,18536788.676963944
Lower Parel,2583,3,4,1.0,3.0,27.0,Semi-Furnished,31710632.57676072
Lower Parel,761,4,4,1.0,27.0,25.0,Semi-Furnished,9544065.68734703
Powai,3657,2,2,0.0,21.0,22.0,Semi-Furnished,40061115.66436608
Dadar,2576,3,4,2.0,12.0,14.0,Furnished,34682308.100028366
Goregaon,2299,3,3,1.0,6.0,35.0,Unfurnished,14845329.153982429
Powai,1684,3,3,2.0,7.0,26.0,Unfurnished,17870821.02211208
Goregaon,914,3,3,2.0,27.0,5.0,Unfurnished,7761529.359884881
Lower Parel,848,1,1,0.0,12.0,34.0,Semi-Furnished,9584966.22096618
Dadar,2323,3,3,0.0,10.0,,Semi-Furnished,27981568.56313288
Goregaon,3575,2,2,1.0,8.0,37.0,Furnished,31718268.219472077
Thane,1906,3,2,0.0,24.0,34.0,Semi-Furnished,11301003.122801065
Dadar,1647,3,3,2.0,23.0,35.0,Semi-Furnished,16198647.698214434
Lower Parel,2255,3,3,1.0,15.0,9.0,Unfurnished,28345330.01054479
Powai,1273,2,2,2.0,9.0,29.0,Unfurnished,13764679.214819673
Kurla,3962,3,3,1.0,10.0,37.0,Unfurnished,22679872.43865581
Dadar,2920,2,2,1.0,,28.0,Unfurnished,26875572.361411575
Bandra,3481,4,4,1.0,27.0,38.0,Furnished,58974748.12729565
Vikhroli,1828,4,3,0.0,13.0,3.0,Semi-Furnished,15688475.367750322
Lower Parel,2749,5,5,,18.0,4.0,Furnished,54299525.85244419
Juhu,2678,3,4,2.0,11.0,3.0,Furnished,52393753.879677504
Juhu,2154,3,3,1.0,17.0,35.0,Semi-Furnished,31580170.55421712
Powai,1322,2,2,1.0,20.0,15.0,Unfurnished,14303354.298440736
Powai,3537,2,3,0.0,,24.0,Semi-Furnished,35492702.02183433
Mulund,3384,3,3,1.0,2.0,13.0,Furnished,31523905.01448726
Vikhroli,2559,3,2,2.0,0.0,10.0,Furnished,22900598.705626506
Vikhroli,1436,4,4,2.0,28.0,28.0,Furnished,9943941.133031866
Thane,1816,2,1,1.0,,33.0,Furnished,13638474.13096225
Powai,2947,4,5,2.0,28.0,21.0,Furnished,33222482.529371094
Vikhroli,3379,3,3,1.0,3.0,13.0,Semi-Furnished,29918740.17317491
Worli,3045,3,3,1.0,22.0,23.0,Unfurnished,46767361.40910878
Mulund,2681,2,2,1.0,27.0,38.0,Semi-Furnished,16880418.130067043
Goregaon,3049,1,1,2.0,15.0,25.0,Semi-Furnished,23998745.21503217
Borivali,713,3,3,0.0,11.0,35.0,Furnished,5703910.192280555
Borivali,3013,3,2,1.0,,38.0,Unfurnished,18925523.476744004
Goregaon,3483,2,2,1.0,20.0,15.0,Semi-Furnished,26319980.565702338
Malad,2656,3,2,1.0,12.0,37.0,Unfurnished,18511764.848227873
Lower Parel,2397,4,5,1.0,16.0,31.0,Unfurnished,29584208.80480129
Mulund,1437,4,5,1.0,7.0,5.0,Unfurnished,10854458.66995412
Worli,2056,4,4,0.0,,33.0,Furnished,32956241.330796294
Vikhroli,3889,2,2,1.0,19.0,7.0,Semi-Furnished,26806934.59195032
Kurla,3908,2,2,1.0,25.0,29.0,Furnished,27418144.38916233
Mulund,3848,3,3,1.0,4.0,26.0,Furnished,30761603.501815677
Dadar,3491,2,3,1.0,17.0,6.0,Furnished,47707681.288038984
Goregaon,3034,1,1,0.0,14.0,26.0,Unfurnished,24381613.826708537
Worli,2178,2,2,2.0,11.0,24.0,Unfurnished,27695893.959324412
Bandra,1414,2,3,,,14.0,Furnished,18795662.767857194
Kandivali,1493,2,2,0.0,16.0,24.0,Semi-Furnished,10197265.62819723
Andheri,3682,2,3,1.0,24.0,21.0,Unfurnished,34085061.948265485
Lower Parel,1524,2,3,2.0,14.0,17.0,Semi-Furnished,19994518.19436686
Goregaon,1097,1,1,2.0,1.0,11.0,Semi-Furnished,8804189.476075223
Kurla,2579,3,2,1.0,5.0,22.0,Semi-Furnished,18184393.144321393
Vikhroli,1804,3,4,1.0,16.0,38.0,Unfurnished,12042545.25807079
Kurla,1555,3,4,0.0,15.0,24.0,Semi-Furnished,9092936.454710368
Kurla,1443,2,1,0.0,16.0,9.0,Unfurnished,9994790.740030592
Powai,2329,2,3,1.0,24.0,29.0,Semi-Furnished,23552308.103140164
Powai,2983,3,3,1.0,19.0,9.0,Furnished,37768865.68968152
Thane,1413,3,3,1.0,8.0,33.0,Semi-Furnished,7784299.005894921
Goregaon,626,3,4,1.0,26.0,12.0,Furnished,6685708.045878265
Thane,3625,2,1,0.0,4.0,28.0,Semi-Furnished,23569407.143780556
Goregaon,2228,4,5,1.0,22.0,37.0,Furnished,19670690.60845143
Lower Parel,1892,2,2,0.0,0.0,8.0,Unfurnished,28125478.90630852
Mulund,1221,3,3,0.0,5.0,12.0,Semi-Furnished,10008000.20116936
Andheri,2423,3,3,1.0,23.0,36.0,Unfurnished,17478829.71265188
Kurla,1270,3,3,1.0,13.0,13.0,Unfurnished,8756760.588601654
Lower Parel,2852,2,2,1.0,16.0,,Unfurnished,34514042.35900407
Mulund,2649,2,1,1.0,24.0,8.0,Unfurnished,20886284.692244302
Kandivali,2485,3,3,0.0,18.0,7.0,Semi-Furnished,22533718.681715786
Borivali,3389,2,2,0.0,0.0,38.0,Furnished,21857806.0095677
Juhu,2195,2,1,1.0,0.0,,Unfurnished,31305342.570709966
Dadar,587,2,3,0.0,12.0,2.0,Unfurnished,7538980.105847514
Worli,1480,4,4,1.0,13.0,39.0,Unfurnished,18751458.764036804
Goregaon,1340,1,1,0.0,26.0,,Semi-Furnished,10416504.632923087
Kandivali,3491,5,5,1.0,5.0,31.0,Semi-Furnished,23123915.190577276
Borivali,2720,3,3,0.0,26.0,,Furnished,23797142.89923784
Vikhroli,3590,5,4,0.0,5.0,18.0,Unfurnished,27629072.612304907
Malad,3030,4,4,1.0,0.0,33.0,Furnished,23832342.479629368
Andheri,2963,3,3,2.0,29.0,13.0,Furnished,31640548.469405267
Worli,3692,2,2,0.0,13.0,18.0,Semi-Furnished,55783935.10259275
Thane,925,2,3,1.0,2.0,25.0,Semi-Furnished,5162149.528359216
Thane,3986,2,2,1.0,22.0,,Furnished,31820441.01620388
Mulund,735,3,2,1.0,9.0,27.0,Unfurnished,5930187.773755913
Worli,3145,2,2,2.0,18.0,18.0,Unfurnished,41454477.007394135
Powai,1478,2,1,0.0,18.0,26.0,Semi-Furnished,13752741.867842626
Borivali,2947,2,1,2.0,18.0,18.0,Semi-Furnished,21365823.08992813
Malad,3347,4,4,1.0,27.0,32.0,Unfurnished,22162304.91295537
Kandivali,3213,2,2,1.0,22.0,6.0,Furnished,27685391.160590343
Andheri,2983,1,1,2.0,3.0,28.0,Unfurnished,23254211.17513647
Lower Parel,561,1,1,1.0,19.0,4.0,Furnished,8641448.724784484
Borivali,993,4,3,,18.0,29.0,Semi-Furnished,7299200.290200262
Malad,2338,3,2,1.0,9.0,7.0,Semi-Furnished,20097699.143979292
Juhu,2606,2,1,,26.0,11.0,Unfurnished,43246144.69271145
Goregaon,3659,2,2,0.0,24.0,,Furnished,30954532.90284246
Lower Parel,459,2,2,,1.0,25.0,Furnished,6284678.946761812
Thane,3362,2,1,0.0,3.0,17.0,Semi-Furnished,25886496.363756366
Lower Parel,3790,4,4,2.0,23.0,19.0,Semi-Furnished,49375531.133110374
Kandivali,2301,3,3,2.0,5.0,15.0,Semi-Furnished,17579017.469613533
Thane,2658,3,2,1.0,29.0,36.0,Semi-Furnished,19616677.732817847
Kandivali,805,4,3,1.0,6.0,2.0,Semi-Furnished,6002447.389578238
Mulund,1063,2,2,0.0,15.0,26.0,Furnished,8854478.999875048
Powai,1532,3,3,0.0,28.0,14.0,Furnished,18762912.535674628
Kandivali,1499,4,4,2.0,6.0,33.0,Semi-Furnished,11227446.284622543
Thane,941,2,1,0.0,17.0,,Semi-Furnished,6097451.883755079
Mulund,1737,3,4,1.0,19.0,39.0,Furnished,13031687.683015294
Kandivali,1397,2,2,2.0,25.0,22.0,Furnished,9585711.301910855
Juhu,1540,2,2,2.0,25.0,3.0,Semi-Furnished,27622457.03181678
Lower Parel,3374,2,3,1.0,21.0,22.0,Furnished,49255422.579320565
Powai,1267,2,3,1.0,18.0,8.0,Semi-Furnished,15072123.679083101
Kandivali,2466,3,3,1.0,8.0,23.0,Semi-Furnished,18391415.797823332
Mulund,831,4,4,2.0,,20.0,Furnished,7238447.777750633
Vikhroli,1139,3,3,1.0,19.0,15.0,Furnished,8193728.2526427
Borivali,1773,4,3,1.0,9.0,24.0,Unfurnished,13824789.530430214
Bandra,582,4,4,0.0,12.0,25.0,Unfurnished,8384440.9223464085
Malad,2560,2,1,0.0,17.0,8.0,Semi-Furnished,21960630.609458078
Bandra,1606,3,3,1.0,15.0,14.0,Semi-Furnished,24740293.052043095
Vikhroli,2928,2,3,2.0,21.0,38.0,Unfurnished,21089193.045197226
Bandra,1569,3,4,2.0,16.0,,Unfurnished,20379190.87386772
Vikhroli,1230,4,4,2.0,21.0,0.0,Semi-Furnished,9886607.940608036
Andheri,2051,2,2,1.0,12.0,4.0,Furnished,18816563.011595458
Vikhroli,1536,3,3,1.0,11.0,8.0,Semi-Furnished,11997419.072990172
Vikhroli,3210,3,4,2.0,9.0,5.0,Semi-Furnished,28875050.435722396
Kurla,875,3,3,1.0,,27.0,Semi-Furnished,5754064.778719022
Vikhroli,3210,2,1,1.0,29.0,25.0,Semi-Furnished,23214918.62849362
Juhu,1726,2,1,1.0,7.0,27.0,Unfurnished,26290903.15194466
Borivali,1370,1,1,2.0,20.0,39.0,Semi-Furnished,8960834.476836305
Goregaon,1419,2,2,1.0,21.0,14.0,Furnished,14313141.727649974
Kandivali,1541,1,1,2.0,17.0,5.0,Furnished,13977344.337435607
Malad,2236,3,3,1.0,1.0,26.0,Semi-Furnished,15996495.033604234
Powai,560,2,2,1.0,15.0,37.0,Furnished,5139972.77729124
Borivali,2848,4,4,1.0,11.0,3.0,Semi-Furnished,25370687.85007614
Thane,597,3,2,1.0,8.0,10.0,Semi-Furnished,4556459.763113618
Goregaon,1683,3,4,1.0,2.0,20.0,Semi-Furnished,12637542.479753148
Andheri,1059,2,3,2.0,21.0,29.0,Unfurnished,8323344.63703225
Andheri,2175,3,4,1.0,25.0,17.0,Semi-Furnished,19709591.40139393
Dadar,1470,4,5,1.0,20.0,34.0,Furnished,18037488.930572916
Lower Parel,2410,1,1,1.0,29.0,2.0,Furnished,40247855.61186826
Vikhroli,798,2,1,1.0,,11.0,Semi-Furnished,6612430.7524748
Borivali,2133,3,3,1.0,3.0,26.0,Furnished,17447249.479727432
Mulund,1982,1,2,1.0,25.0,29.0,Semi-Furnished,13700576.396701146
Kurla,2525,1,1,2.0,1.0,20.0,Furnished,20539792.688374434
Bandra,2571,2,1,1.0,7.0,37.0,Semi-Furnished,33818317.973445304
Thane,474,1,2,1.0,9.0,20.0,Unfurnished,2947077.756429497
Andheri,2584,3,2,1.0,15.0,37.0,Furnished,20756453.24751482
Malad,1001,2,2,1.0,22.0,39.0,Semi-Furnished,6852317.069312855
Andheri,3871,4,4,2.0,10.0,14.0,Semi-Furnished,38960401.16507477
Powai,1236,3,3,1.0,,17.0,Unfurnished,11574023.418558981
Kandivali,1928,3,2,2.0,21.0,28.0,Semi-Furnished,12735706.773888938
Andheri,899,3,3,1.0,13.0,37.0,Semi-Furnished,7218696.096735506
Powai,1996,4,4,0.0,7.0,20.0,Unfurnished,19901268.590984914
Borivali,537,2,3,2.0,22.0,16.0,Semi-Furnished,3812911.011892231
Borivali,2497,4,4,1.0,14.0,,Semi-Furnished,21469938.830855105
Kurla,2194,3,2,0.0,16.0,36.0,Furnished,13062770.53710413
Lower Parel,1372,3,3,1.0,20.0,37.0,Unfurnished,16452509.688595725
Dadar,2042,3,3,,17.0,11.0,Unfurnished,25370138.62457852
Goregaon,2285,2,2,1.0,5.0,10.0,Unfurnished,17872023.90967323
Andheri,2701,2,2,1.0,22.0,19.0,Unfurnished,23372476.02237238
Malad,2428,3,3,1.0,29.0,8.0,Unfurnished,20362666.00705886
Andheri,3157,1,1,1.0,13.0,0.0,Semi-Furnished,32082803.0156146
Dadar,2300,3,2,2.0,22.0,2.0,Unfurnished,32574450.795575913
Worli,3010,2,2,1.0,2.0,20.0,Semi-Furnished,36587235.9857104
Malad,3204,2,2,1.0,6.0,22.0,Semi-Furnished,22405499.29265979
Juhu,1849,2,2,2.0,14.0,8.0,Semi-Furnished,28458139.468711123
Vikhroli,946,1,1,1.0,20.0,,Semi-Furnished,6668203.484996217
Goregaon,3773,3,4,1.0,23.0,,Unfurnished,30315141.53450043
Juhu,1321,2,1,1.0,27.0,22.0,Semi-Furnished,21871273.265821952
Worli,980,5,4,1.0,15.0,26.0,Furnished,14574970.267111164
Worli,1772,3,2,1.0,15.0,26.0,Furnished,24490140.565610934
Dadar,2356,2,1,1.0,7.0,38.0,Unfurnished,21570695.68748473
Andheri,2403,3,3,1.0,6.0,35.0,Semi-Furnished,20199084.97413201
Dadar,2496,4,4,1.0,5.0,11.0,Semi-Furnished,33475629.913145315
Dadar,3364,3,3,1.0,,26.0,Semi-Furnished,37100027.698257186
Worli,3545,1,1,,21.0,33.0,Semi-Furnished,42928042.38719479
Goregaon,1103,4,4,1.0,12.0,32.0,Furnished,8735643.929911992
Juhu,2708,3,3,2.0,11.0,27.0,Semi-Furnished,46072875.549593315
Bandra,2803,2,1,1.0,14.0,30.0,Unfurnished,32118758.004123785
Andheri,2025,1,1,1.0,26.0,31.0,Semi-Furnished,16716188.805369793
Worli,3731,3,4,1.0,8.0,19.0,Semi-Furnished,56018984.18002078
Juhu,1037,2,2,2.0,1.0,39.0,Furnished,14852853.748727327
Lower Parel,3190,4,4,2.0,16.0,34.0,Semi-Furnished,38893238.752352156
Bandra,3766,2,2,0.0,26.0,30.0,Furnished,60037735.057622366
Bandra,1409,4,3,1.0,28.0,30.0,Semi-Furnished,19357058.00173393
Borivali,3378,3,3,1.0,4.0,37.0,Semi-Furnished,19495773.67348058
Kurla,1040,2,2,,10.0,21.0,Unfurnished,6871167.521510299
Andheri,3239,2,1,,21.0,8.0,Semi-Furnished,28929537.71977275
Bandra,3784,3,3,2.0,18.0,8.0,Semi-Furnished,62080739.35343079
Worli,3059,3,4,0.0,23.0,14.0,Semi-Furnished,45424369.0435823
Borivali,2261,3,3,1.0,6.0,12.0,Semi-Furnished,17921629.82668218
Juhu,3256,2,2,1.0,1.0,21.0,Furnished,51734531.60773454
Lower Parel,1605,2,3,1.0,15.0,15.0,Semi-Furnished,22529637.494210895
Powai,1085,1,2,2.0,11.0,31.0,Unfurnished,9472165.741688289
Andheri,2251,3,3,2.0,22.0,1.0,Furnished,26690384.25904846
Goregaon,3835,1,1,1.0,14.0,25.0,Semi-Furnished,26681956.049829602
Dadar,587,2,3,1.0,0.0,13.0,Unfurnished,7127142.747888829
Malad,2019,3,2,1.0,24.0,37.0,Semi-Furnished,17295405.69306036
Malad,2087,4,4,1.0,12.0,33.0,Unfurnished,15320767.461923817
Juhu,1384,2,1,0.0,22.0,7.0,Semi-Furnished,26296943.340534236
Mulund,947,2,2,1.0,5.0,35.0,Semi-Furnished,7338888.014349276
Mulund,3172,3,3,2.0,12.0,20.0,Semi-Furnished,23763874.713669572
Juhu,3373,3,3,1.0,17.0,27.0,Unfurnished,50174481.62452502
Worli,1831,2,2,2.0,2.0,5.0,Unfurnished,24155884.72327856
Bandra,1275,4,3,0.0,0.0,19.0,Furnished,19592941.788208604
Kurla,1017,4,4,2.0,14.0,,Semi-Furnished,7001139.450251903
Andheri,2861,2,3,0.0,25.0,32.0,Furnished,22912876.839804873
Malad,1765,2,3,1.0,12.0,6.0,Furnished,16874457.911677588
Malad,1643,3,2,1.0,,7.0,Semi-Furnished,13953153.090481305
Kurla,1302,3,3,2.0,24.0,8.0,Semi-Furnished,10397302.933170434
Bandra,562,1,1,1.0,12.0,1.0,Furnished,9373594.859465536
Malad,2374,3,3,0.0,21.0,16.0,Furnished,22251201.003761165
Dadar,3691,3,2,1.0,4.0,36.0,Semi-Furnished,39501741.83033846
Goregaon,669,2,2,1.0,27.0,16.0,Unfurnished,5724335.07613799
Andheri,1031,3,4,1.0,18.0,37.0,Unfurnished,8952317.45907704
Kandivali,1305,4,4,2.0,20.0,34.0,Furnished,8941197.481302314
Malad,3871,1,1,1.0,23.0,38.0,Unfurnished,24229782.165309563
Juhu,3653,2,2,,27.0,29.0,Semi-Furnished,65377092.61346655
Goregaon,2414,2,1,0.0,,5.0,Unfurnished,20979764.308876287
Malad,2041,4,4,1.0,20.0,3.0,Semi-Furnished,15966704.287112083
Vikhroli,604,5,5,1.0,21.0,36.0,Semi-Furnished,3707834.573762846
Lower Parel,981,2,1,1.0,9.0,34.0,Unfurnished,11178857.010988794
Dadar,1979,3,4,0.0,23.0,8.0,Furnished,26034422.87429505
Goregaon,1240,3,3,1.0,7.0,5.0,Unfurnished,10000460.698794317
Borivali,2236,3,4,2.0,14.0,,Unfurnished,19389631.368697304
Kandivali,1651,2,2,1.0,20.0,21.0,Unfurnished,11129214.574789766
Lower Parel,2119,2,1,1.0,24.0,27.0,Semi-Furnished,28885736.77011437
Thane,2042,2,2,1.0,19.0,29.0,Furnished,14923009.974661732
Juhu,3043,3,3,1.0,27.0,35.0,Semi-Furnished,44517590.08943973
Juhu,2697,1,1,1.0,24.0,1.0,Unfurnished,40008153.49954741
Andheri,1274,4,4,1.0,26.0,35.0,Semi-Furnished,12031199.001071347
Kurla,1864,2,2,2.0,22.0,,Semi-Furnished,11168071.384104315
Lower Parel,2643,2,2,0.0,,8.0,Semi-Furnished,39905126.26388284
Goregaon,1089,3,2,1.0,3.0,0.0,Semi-Furnished,10055422.647912182
Bandra,2410,3,3,1.0,1.0,12.0,Furnished,41879003.411275074
Juhu,3990,1,1,1.0,23.0,14.0,Semi-Furnished,63237007.75585931
Goregaon,3541,2,2,1.0,5.0,31.0,Unfurnished,23096508.340350673
Worli,3086,5,4,1.0,,33.0,Furnished,49103171.794647254
Goregaon,1822,2,3,0.0,2.0,30.0,Unfurnished,14080962.027678741
Worli,2401,2,2,,6.0,13.0,Semi-Furnished,32755754.246791657
Vikhroli,1071,4,4,1.0,9.0,13.0,Semi-Furnished,8698998.655839246
Powai,3674,1,1,1.0,22.0,28.0,Semi-Furnished,37620533.11168303
Powai,1571,3,2,,5.0,18.0,Furnished,18993066.250186983
Thane,1895,2,2,1.0,15.0,26.0,Semi-Furnished,11854251.486557154
Borivali,1343,2,3,2.0,1.0,8.0,Unfurnished,10870779.539703641
Thane,2646,2,3,,23.0,36.0,Semi-Furnished,17416013.943302922
Worli,1849,1,1,1.0,,,Semi-Furnished,24311724.76206207
Lower Parel,2939,2,2,,12.0,27.0,Furnished,38330985.17270688
Malad,1295,1,1,1.0,0.0,23.0,Unfurnished,9676482.909445424
Bandra,2589,3,3,0.0,5.0,27.0,Semi-Furnished,35676229.4608032
Malad,1736,2,1,1.0,4.0,35.0,Semi-Furnished,11232424.40287879
Mulund,564,2,2,1.0,24.0,17.0,Furnished,5395518.822647376
Malad,2761,4,4,,12.0,24.0,Unfurnished,17157965.536570676
Andheri,2468,3,4,2.0,27.0,,Semi-Furnished,26689760.106109716
Malad,1505,1,1,,22.0,3.0,Semi-Furnished,13306950.895172207
Thane,3602,4,4,1.0,17.0,13.0,Semi-Furnished,26887997.83179923
Juhu,2153,2,3,1.0,28.0,38.0,Unfurnished,30445717.32887642
Dadar,3431,2,2,1.0,11.0,25.0,Furnished,43088581.43043872
Juhu,2752,3,4,1.0,6.0,7.0,Unfurnished,43343049.26453258
Powai,2338,3,3,1.0,14.0,23.0,Semi-Furnished,29159921.415609933
Dadar,770,2,1,1.0,2.0,15.0,Semi-Furnished,9871490.76173736
Kurla,2280,2,3,0.0,15.0,19.0,Semi-Furnished,18950790.454448335
Bandra,1252,3,3,1.0,0.0,14.0,Unfurnished,16489969.75876328
Bandra,783,2,1,1.0,26.0,6.0,Semi-Furnished,12902316.904453356
Andheri,2331,4,4,2.0,15.0,16.0,Unfurnished,19354806.676582284
Lower Parel,2892,2,1,0.0,23.0,21.0,Furnished,37549698.37436536
Thane,824,4,4,2.0,29.0,21.0,Unfurnished,5787307.9559160955
Powai,2608,3,4,1.0,11.0,11.0,Furnished,31190815.790113803
Vikhroli,3649,4,5,1.0,18.0,17.0,Semi-Furnished,28872247.94866345
Mulund,1028,3,4,,26.0,,Semi-Furnished,8317018.720667004
Lower Parel,1294,3,2,1.0,7.0,36.0,Semi-Furnished,16611034.794420928
Bandra,2937,2,2,1.0,22.0,15.0,Semi-Furnished,46173074.32831454
Juhu,3464,2,1,,11.0,4.0,Semi-Furnished,65797342.70604392
Malad,2774,2,3,1.0,14.0,1.0,Furnished,27298657.31143506
Malad,997,4,4,1.0,1.0,27.0,Semi-Furnished,6928197.048226831
Kurla,3462,4,4,1.0,28.0,,Furnished,26183635.21261062
Powai,2736,2,2,0.0,29.0,30.0,Semi-Furnished,28033308.71521785
Thane,992,2,2,1.0,29.0,35.0,Furnished,7236109.919516859
Thane,2087,2,2,2.0,16.0,0.0,Furnished,18883117.739919152
Borivali,972,3,4,0.0,6.0,28.0,Furnished,7603815.554202189
Worli,3825,3,4,1.0,12.0,0.0,Semi-Furnished,63178140.35324634
Kandivali,2475,3,3,1.0,0.0,7.0,Unfurnished,16664436.7395113
Bandra,3401,5,5,1.0,5.0,15.0,Unfurnished,50684520.31184198
Thane,2490,2,3,,12.0,27.0,Furnished,15081589.883320168
Kurla,2104,3,2,1.0,10.0,21.0,Semi-Furnished,14968784.682878856
Juhu,2870,2,2,0.0,9.0,17.0,Semi-Furnished,47811034.49448544
Powai,576,2,1,0.0,15.0,21.0,Semi-Furnished,5445359.474304924
Mulund,928,2,2,1.0,26.0,11.0,Semi-Furnished,7580240.554155142
Borivali,2033,1,1,1.0,25.0,18.0,Furnished,16002494.964595405
Kurla,1365,4,4,,23.0,24.0,Semi-Furnished,11030395.397102997
Goregaon,1917,2,2,,22.0,4.0,Semi-Furnished,16059668.704058627
Andheri,597,3,3,1.0,19.0,33.0,Furnished,5967167.412168122
Mulund,3057,4,5,0.0,16.0,38.0,Semi-Furnished,23910656.575975694
Worli,3289,3,4,,16.0,9.0,Semi-Furnished,49194778.80356912
Goregaon,1252,2,3,2.0,3.0,6.0,Furnished,11874989.307357872
Vikhroli,3988,3,3,2.0,4.0,,Semi-Furnished,28249257.199116103
Worli,1937,2,1,0.0,27.0,14.0,Unfurnished,24963859.109312728
Malad,2469,3,3,1.0,22.0,23.0,Unfurnished,18251759.121313524
Andheri,3583,3,4,1.0,13.0,25.0,Semi-Furnished,32566238.370217346
Bandra,1480,3,3,1.0,19.0,25.0,Semi-Furnished,25565886.62678932
Juhu,3537,2,1,0.0,9.0,25.0,Semi-Furnished,51104278.991895
Andheri,3289,4,4,,,9.0,Semi-Furnished,32323089.155132826
Worli,497,1,1,2.0,27.0,,Furnished,8496797.847883621
Kandivali,3615,2,2,2.0,0.0,13.0,Semi-Furnished,27623324.986074254
Goregaon,2303,2,3,1.0,10.0,1.0,Semi-Furnished,24212392.508731484
Bandra,834,1,2,1.0,25.0,12.0,Semi-Furnished,13807956.247330317
Dadar,1036,2,2,1.0,22.0,26.0,Unfurnished,11040805.307382077
Kandivali,3557,4,5,0.0,17.0,8.0,Unfurnished,27197813.261091985
Malad,987,4,4,0.0,15.0,6.0,Furnished,8780873.346744228
Kandivali,743,2,2,1.0,28.0,9.0,Furnished,5608746.1155224275
Borivali,1717,2,1,1.0,26.0,8.0,Furnished,15226365.465077879
Borivali,2379,2,1,2.0,17.0,21.0,Unfurnished,17645338.851993006
Vikhroli,970,2,2,2.0,7.0,22.0,Unfurnished,6844401.484392721
Worli,1010,1,2,2.0,27.0,6.0,Unfurnished,14321828.943520915
Powai,2127,4,4,2.0,9.0,8.0,Semi-Furnished,29069058.937249273
Mulund,2690,2,1,1.0,25.0,26.0,Unfurnished,17087569.975427553
Mulund,2254,2,1,1.0,9.0,23.0,Semi-Furnished,14536563.345255516
Dadar,3008,1,2,1.0,4.0,28.0,Unfurnished,28108583.62678126
Dadar,1359,4,3,1.0,9.0,16.0,Unfurnished,15973420.404408563
Bandra,2479,3,3,2.0,17.0,19.0,Semi-Furnished,34544003.04788754
Malad,2838,4,3,2.0,20.0,6.0,Semi-Furnished,28075414.745051835
Thane,2724,3,2,0.0,23.0,39.0,Unfurnished,15995786.308691708
Vikhroli,931,2,2,0.0,5.0,6.0,Semi-Furnished,6484582.744686659
Borivali,1577,2,2,1.0,2.0,27.0,Furnished,12694919.041581154
Bandra,2830,3,3,1.0,7.0,,Furnished,46668163.09471692
Thane,1491,2,2,2.0,29.0,19.0,Semi-Furnished,11373700.47352146
Mulund,2301,3,4,1.0,,38.0,Semi-Furnished,15738970.965956317
Powai,1283,1,1,0.0,4.0,39.0,Furnished,12761806.706639122
Kandivali,2661,1,1,1.0,28.0,6.0,Furnished,19597775.040465627
Borivali,2078,3,4,0.0,1.0,5.0,Semi-Furnished,16373559.429649659
Bandra,2823,3,2,,1.0,24.0,Semi-Furnished,37226550.676945314
Andheri,3191,3,4,,6.0,12.0,Furnished,37709620.59892523
Thane,2660,2,1,1.0,16.0,38.0,Furnished,19807161.982288938
Kandivali,2526,3,3,1.0,9.0,39.0,Furnished,16860043.751008313
Borivali,2149,2,2,0.0,11.0,,Furnished,16523230.865974324
Mulund,3075,1,2,1.0,1.0,,Unfurnished,21213195.982124697
Kurla,3051,2,2,2.0,9.0,21.0,Furnished,25689158.3172167
Malad,1181,2,2,1.0,19.0,33.0,Unfurnished,8507689.060188822
Thane,3852,2,3,1.0,0.0,7.0,Semi-Furnished,26911362.47668214
Mulund,3448,2,2,1.0,3.0,,Unfurnished,25051671.37304762
Borivali,3127,2,2,1.0,12.0,23.0,Furnished,21244536.142833184
Thane,2505,1,1,1.0,11.0,1.0,Furnished,19864544.953536313
Vikhroli,3497,1,1,1.0,10.0,1.0,Furnished,26031875.58633997
Kandivali,1280,2,1,2.0,28.0,26.0,Furnished,8375764.322985321
Lower Parel,846,1,1,,9.0,13.0,Semi-Furnished,12795756.456952574
Borivali,2513,3,3,1.0,14.0,38.0,Furnished,18353073.01030656
Vikhroli,2183,2,2,0.0,4.0,11.0,Furnished,16121611.733452756
Goregaon,1677,2,3,1.0,24.0,31.0,Unfurnished,10883637.355741797
Bandra,2391,2,3,2.0,16.0,27.0,Semi-Furnished,33283268.02637862
Kurla,1467,3,3,1.0,27.0,27.0,Furnished,10712364.195758043
Dadar,3568,4,5,1.0,4.0,24.0,Furnished,47186857.075920366
Kandivali,1977,3,3,2.0,1.0,3.0,Furnished,15490148.362144534
Thane,1411,3,2,1.0,,25.0,Unfurnished,8900449.67199196
Malad,2674,3,3,1.0,5.0,35.0,Unfurnished,17092403.14217876
Mulund,1173,3,3,1.0,17.0,2.0,Unfurnished,9464885.634687066
Dadar,3126,3,3,1.0,13.0,0.0,Unfurnished,32911662.73360777
Andheri,3907,2,3,1.0,18.0,16.0,Semi-Furnished,33801249.783253424
Mulund,2214,2,2,1.0,13.0,6.0,Furnished,20222914.240904015
Thane,3048,2,3,1.0,7.0,4.0,Semi-Furnished,20479366.60227796
Kurla,2826,4,4,2.0,16.0,18.0,Unfurnished,21315091.88029223
